   1 nail polish	_	NN NN
   1 national home furnishings	_	NNP NNP NNP
   1 ncaa final 4	_	NNP JJ CD
   1 need help	~	VBG NN
   1 neptune platter	_	NNP NN
   1 never again	~	RB RB
   2 never mind	_	RB VB
   1 new born	_	JJ JJ
   1 new china	_	NNP NNP
   3 new jersey	_	NNP NNP
   1 new lease on life	_	JJ NN IN NN
   1 new providence	_	NNP NNP
   1 new year s eve	_	NNP NNP POS NNP
   3 new york	_	NNP NNP
   1 new york pizza	_	NNP NNP NN
   1 new york style pizza	_	NNP NNP NN NN
   1 new yorkedness	_	NN NN
   1 new yorker	_	NNP NNP
   1 next - door neighbor	_	JJ HYPH NN NN
   2 next door	_	JJ NN
   1 next to	_	IN IN
   1 next to	_	JJ IN
   2 next to	_	RB IN
   1 nibble on	~	VB IN
   1 nice and	~	JJ CC
   1 nice and clean	~	JJ CC JJ
   1 nice and quiet	~	JJ CC JJ
   1 niche market	_	NN NN
   1 nick 's	_	NNP POS
   1 nidd design	_	NNP NNP
   1 night out	_	NN RB
   2 night out	~	NN RB
   1 nitrogen love stout	_	NNP NNP NNP
   1 no amount of can	~	DT NN IN MD
   1 no big deal	_	DT JJ NN
   1 no big deal	~	DT JJ NN
   1 no choice but to	~	DT NN IN TO
   1 no homo	_	DT NN
   1 no joke	_	DT NN
   3 no matter	_	RB RB
   1 no need to	~	DT NN TO
   1 no one	_	DT CD
   2 no one	_	DT NN
   1 no other than	_	DT JJ IN
   1 no problem	_	DT NN
   1 no problem	~	DT NN
   1 noble driving school	_	NNP NNP NNP
   1 non refundable	_	AFX JJ
   1 none of the above	_	NN IN DT JJ
   1 noonan 's liquor	_	NNP POS NNP
   2 north county	_	NNP NNP
   1 not a to be find	_	RB DT TO VB VBN
   2 not even	_	RB RB
   1 not even	~	RB RB
   4 not only	_	RB RB
   1 not so	~	RB RB
   1 not sure	~	RB JJ
   1 not that great	~	RB RB JJ
   3 not to mention	_	RB TO VB
   4 nothing but	_	NN IN
   1 nova scotia	_	NNP NNP
   1 nt bother	~	RB VB
   1 number 1	_	NN CD
   1 number 1 choice	_	NN CD NN
   1 nw hospital	_	NNP NN
   1 ny jets	_	NNP NNPS
   1 nyc pizza	_	NNP NN
   1 nyc style pizza	_	NNP NN NN
   1 of all time	_	IN DT NN
   6 of course	_	RB RB
   1 of late	_	IN RB
   2 of the year	~	IN DT NN
   2 of the year	~	IN DT NNP
   1 off of	_	IN IN
   1 off of	_	RB IN
   1 off road	_	IN NN
   1 off road parking	~	IN NN NN
   1 offer bang for buck	~	VBZ NN IN NN
   1 offer service	~	VBG NN
   1 oh - so	_	RB HYPH RB
   7 oil change	_	NN NN
   3 oil change	_	NN NNS
   1 oil pressure	~	NN NN
   1 oil tank	_	NN NN
   1 old fashion	_	JJ NN
   1 old fashioned	_	JJ JJ
   1 old school	_	JJ NN
   1 old time	_	JJ NN
   1 olive garden	_	NNP NNP
   1 on a basis	_	IN DT NN
   2 on a budget	_	IN DT NN
   1 on a note	_	IN DT NN
   1 on a whim	_	IN DT NN
   1 on and on	_	RB CC RB
   1 on business	_	IN NN
   1 on call	_	IN NN
   1 on campus	_	IN NN
   1 on completion	~	IN NN
   2 on duty	_	IN NN
   1 on hold	_	IN NN
   1 on line	_	IN NN
   1 on menu	~	IN NN
   1 on occasions	~	IN NNS
   1 on own	_	IN JJ
   1 on purpose	_	IN NN
   1 on schedule	_	IN NN
   1 on shelf	_	IN NN
   1 on staff	_	IN NN
   1 on the cheap	_	IN DT JJ
   1 on the lookout	_	IN DT NN
   1 on the lookout for	~	IN DT NN IN
   1 on the market	_	IN DT NN
   1 on the other hand	_	IN DT JJ NN
   1 on the phone	_	IN DT NN
   1 on the planet	_	IN DT NN
   4 on the side	_	IN DT NN
   1 on the spot	_	IN DT NN
   1 on the street	~	IN DT NN
   1 on the way	_	IN DT NN
  10 on time	_	IN NN
   3 on top of	_	IN NN IN
   1 on way	_	IN NN
   2 once again	_	RB RB
   1 one - on - one	_	CD HYPH IN HYPH CD
   2 one - star	_	CD HYPH NN
   1 one - way street	_	CD HYPH NN NN
   1 one bit	_	CD NN
   1 one by one	_	CD IN CD
   1 one more thing	_	CD JJR NN
   2 one star	_	CD NN
   1 opera plaza	_	NNP NNP
   1 operation run	~	NN VBG
   1 or else	_	CC RB
   2 or so	_	CC RB
   1 orange chicken	_	NN NN
   3 other than	_	JJ IN
   2 other than	_	RB IN
   1 out - of - place	_	IN HYPH IN HYPH NN
   1 out - of - town	_	IN HYPH IN HYPH NN
   1 out front	_	RB RB
  16 out of	_	IN IN
   3 out of business	_	IN IN NN
   1 out of control	_	IN IN NN
   1 out of date	_	IN IN NN
   1 out of price range	~	IN IN NN NN
   1 out of site	_	IN IN NN
   1 out of the ordinary	_	IN IN DT JJ
   1 out of the way	_	IN IN DT NN
   2 out of town	_	IN IN NN
   1 out of way	_	IN IN NN
   1 out standing	_	GW JJ
   2 out ta	_	IN IN
   1 out ta this world	_	IN IN DT NN
   3 out there	_	RB RB
   1 out to eat	~	RB TO VB
   1 outside of	_	IN IN
   1 outside of	_	RB IN
   1 over and above the call of duty	~	IN CC IN DT NN IN NN
   1 over and over again	~	RB CC RB RB
   1 over charge	_	AFX VBN
   1 over cook	_	AFX VBN
   1 over cooked	_	GW JJ
   1 over power	_	GW VB
   4 over priced	_	GW JJ
   1 over proofed	_	RB JJ
   4 over the phone	_	IN DT NN
   2 over the years	_	IN DT NNS
   1 overcome issue	_	VBN NNS
   1 own and operate	_	VBN CC VBN
   1 owner operator	~	NN NN
   1 oxford , england	_	NNP , NNP
   1 pack up	_	VB RP
   1 pack up and leave	~	VB RP CC VB
   1 pad thai	_	NN NN
   1 pad thai	_	NNP NNP
   1 pain med	_	NN NNS
   1 pam gillies	_	NNP NNP
   1 panic attack	_	NN NN
   1 pardon my french	_	VB PRP$ NNP
   1 parisian croissant	_	JJ NNS
   3 parking lot	_	NN NN
   1 parking space	_	NN NNS
   3 pass away	_	VBD RB
   1 pass away in sleep	~	VBD RB IN NN
   1 pass on	_	VBN RP
   1 pass the time	_	VB DT NN
   1 pass up	_	VB RP
   1 pat test	_	NN VBN
   1 pat testing	_	NNP NNP
   1 patient see	_	NNS VBN
   1 patio world	_	NNP NNP
   3 pay attention	_	VB NN
   1 pay attention	_	VBN NN
   1 pay attention to	_	VB NN IN
   1 pay attention to	~	VB NN IN
   1 pay attention to detail	~	VB NN IN NN
   1 pay cash	_	VBD NN
   1 pay cash for	~	VBD NN IN
   1 pay for	_	VBD IN
   1 pay for	~	VBD IN
   1 peachstate powersports	_	NNP NNPS
   1 peking garden	_	NNP NNP
   1 perfect in every way	~	JJ IN DT NN
   1 perform inquires	~	VB NNS
   1 person watching	_	NNS NN
   1 peter barrett	_	NNP NNP
   1 pets discount	_	NNPS NNP
   1 petting zoo	_	NN NN
   1 phet and g&g automotive	_	NNP CC NNP NNP
   5 phone call	_	NN NN
   1 phone call return	_	NN NNS VBN
   1 phone numbers	_	NN NNS
   2 physical address	~	JJ NN
   7 pick up	_	VB RP
   4 pick up	_	VBD RP
   2 pick up	_	VBG RP
   1 pick up	_	VBN RP
   1 pick up	_	VBP RP
   1 picky eater	~	JJ NNS
   1 picture take	~	NNS VBD
   1 pie guy	_	NNP NNP
   1 pipe hot	_	VBG JJ
   1 pizza hut	_	NNP NNP
   1 pizza place	_	NN NN
   1 pizza roll	_	NN NN
   1 pizza roll	_	NN NNS
   1 place order	_	VB NN
   1 place packed	_	NN JJ
   1 plan of action	~	NN IN NN
   1 plan on	~	VBG IN
   1 plan on	~	VBP IN
   1 play dumb	_	VBD JJ
   1 play music	~	VBG NN
   1 pleasantly surprise	~	RB VBN
   1 pleasantly surprised	~	RB JJ
   1 please with	~	JJ IN
   5 pleased with	_	JJ IN
   1 pleasure to work with	~	NN TO VB IN
   1 plenty to	~	NN TO
   1 point out	_	VBD RP
   1 pool cover	_	NN NNS
   1 pool service	_	NN NN
   1 pop - up	_	VB HYPH RP
   1 pop in	_	VBD RB
   1 pork and rice	~	NN CC NN
   1 portion generous	_	NNS JJ
   1 prefer to	_	VBD IN
   1 present with	_	VBN IN
   1 press for	_	VBD IN
   1 prestige hino	_	NNP NNP
   1 pretty good	~	RB JJ
   1 pretty sure	~	RB JJ
   1 price cut	_	NNS VBN
   1 price give	~	NN VBD
   1 price out of	_	VBG IN IN
   1 price point	_	NN NN
   1 price quote	_	NN NN
   3 price range	_	NN NN
   1 price tag	_	NN NN
   1 pride on	_	VBP IN
   1 primary care	_	JJ NN
   1 prime rib	_	JJ NN
   1 print out	_	VBD RP
   1 professional driving school	_	NNP NNP NNP
   1 professional help	_	JJ NN
   1 prominent builder	_	JJ NNS
   1 prominent builders	_	NNP NNPS
   2 property management	_	NN NN
   1 proud of	~	JJ IN
   1 proud owner	~	JJ NN
   1 provide care	~	VBN NN
   1 provide service	_	VBD NN
   2 provide with	_	VBD IN
   1 providence aesthetics and medical spa	_	NNP NNPS CC NNP NNP
   1 prudential steamboat realty	_	NNP NNP NNP
   1 pry bar	_	NN NN
   1 pull - up	_	NN HYPH NN
   1 pull into	~	VB IN
   1 pull out	_	VBD RB
   1 pull over	_	VBN RB
   1 pull tooth out	_	VB NN RB
   1 pumpkin spice latte	_	NN NN NN
   1 pure breed	_	JJ NN
   1 pure pilate	_	JJ NN
   1 purple goose	_	NNP NNP
   1 purple hull pea	_	JJ NN NNS
   1 put at ease	_	VBD IN NN
   1 put at ease	_	VBG IN NN
   2 put down	_	VB RP
   1 put down	_	VBG RP
   1 put hair on chest	_	VBD NN IN NN
   1 put heart in	_	VBZ NN IN
   1 put in	_	VB IN
   1 put in charge	_	VBN IN NN
   1 put into	_	VBD IN
   1 put it	_	VBN RB
   1 put off	_	VBN RP
   1 put on	_	VB RB
   1 put on a pedestal	_	VB IN DT NN
   1 put on hold	_	VBN IN NN
   1 put out	_	VBZ RB
   1 put up with	_	VB RP IN
   1 put up with	_	VBG RP IN
   1 put up with hassle	~	VBG RP IN NN
   1 qualitech computers	_	NNP NNPS
   1 quality of care	~	NN IN NN
   1 queen bed	_	NN NN
   1 quick and timely	~	JJ CC JJ
   1 quick on foot	_	JJ IN NN
   1 quiet down	_	VB RP
   1 quit smoking	_	VBG NN
   1 quite a bit	_	PDT DT NN
   2 quite a bit	~	PDT DT NN
   1 quite a few	~	PDT DT JJ
   1 quite a while	~	PDT DT NN
   1 qwest dsl	_	NNP NNP
   1 r&l plumbing services	_	NNP NNP NNP
   1 r. morris	_	NNP NNP
   1 rachel mcinnis	_	NNP NNP
   1 radison - warwick	_	NNP HYPH NNP
   2 radison warwick	_	NNP NNP
   1 rage taco & rage burrito	_	VBG NNP CC VBG NNP
   1 raina 's	_	NNP POS
   1 raise on	_	VBN IN
   1 ralph 's	_	NNP POS
   1 ralph 's market	_	NNP POS NNP
   2 range rover sport	_	NNP NNP NNP
   2 rather than	_	RB IN
   1 rather then	_	RB IN
   1 rave review	_	JJ NNS
   2 ray 's pizza	_	NNP POS NNP
   1 ready for	_	JJ IN
   1 real of	~	RB IN
   2 rear window	_	JJ NN
   1 reccommend to	_	VB IN
   1 recoment to	~	VB IN
   1 recommend highly	~	VB RB
   1 recommend highly	~	VBP RB
   1 recommend to	~	VB IN
   1 recommend to	~	VBN IN
   1 record label	_	NN NN
   1 red curry	_	JJ NN
   1 red line	_	NNP NNP
   1 red sox	_	NNP NNPS
   1 reek of	~	VBZ IN
   1 refer to	_	VBG IN
   1 refer to	_	VBN IN
   1 refer to	~	VBP IN
   1 regardless of	_	RB IN
   1 rent out	_	VB RP
   1 rent out	_	VBD RP
   1 renton wa	~	NNP NNP
   1 repeat customer	_	JJ NNS
   1 rescue puppy	_	NN NN
   1 restore faith in	~	VBN NN IN
   1 return favor	_	VB NN
   1 rhino 700	_	NNP NNP
   1 richard joule	_	NNP NNP
   1 richmond city limit	_	NNP NN NNS
   1 richmond ukrops	_	NNP NNP
   1 ride on rails	_	VBG IN NNS
   3 right away	_	RB RB
   1 right off the bat	_	RB IN DT NN
   1 right then and there	~	RB RB CC RB
   1 right to face	_	RB IN NN
   1 ring bell	_	VB NN
   1 ring up	_	VBD RP
   1 rip - off	_	NN HYPH NN
   1 rip off	_	NN NN
   1 rip off	_	VB RP
   2 rip off	_	VBN RP
   1 rip out	_	VBD RP
   1 rip out	_	VBN RP
   2 rittenhouse square	_	NNP NNP
   1 road construction	_	NN NN
   2 road test	_	NN NN
   1 robin talley	_	NNP NNP
   1 rocky m. lange	_	NNP NNP NNP
   1 rod jacobsen	_	NNP NNP
   1 roger m.	_	NNP NNP
   1 roll up crepes	_	NNP NNP NNPS
   1 room key	~	NN NN
   2 room temperature	_	NN NN
   1 rt 1	_	NNP CD
   1 rub it it	_	VB PRP RP
   1 run credit score	~	VB NN NN
   2 run down	_	VBN RP
   1 run for the hill	_	VB IN DT NNS
   1 run on	_	NNP NNP
   1 run on	_	VBG IN
   1 run rough	_	VBD RB
   1 rust out	_	VBN RP
   1 ruth chris	_	NNP NNP
   1 s. 10th	_	NNP NNP
   1 sacre coeur	_	NNP NNP
   1 sad face	_	JJ NN
   1 saginaw , michigan	~	NNP , NNP
   1 salad bar	_	NN NN
   2 sales guy	_	NN NN
   1 sales guy	_	NNS NN
   1 sales lady	_	NNS NNS
   1 sales man	_	NNS NN
   1 sales manager	_	NNS NN
   2 sales men	_	NNS NNS
   1 sales person	_	NNS NN
   1 sales pitch	_	NNS NN
   1 salsa verde	_	NN NN
   1 sam mones	_	NNP NNP
   1 sam s club	_	NNP POS NN
   1 samantha fox	_	NNP NNP
   1 same old	_	JJ JJ
   2 san antonio	_	NNP NNP
   1 san francisco	_	NNP NNP
   1 san jose	_	NNP NNP
   1 san mateo avenue	_	NNP NNP NNP
   1 sand hill park	_	NNP NNP NNP
   4 santa fe	_	NNP NNP
   1 santa rosa	_	NNP NNP
   1 saratoga springs	_	NNP NNPS
   1 sardine can	_	NN NN
   1 satellite tv	_	NN NN
   1 saucey 's	_	NNP POS
   1 save from	~	VBD IN
   1 save hassle	~	VB NN
   1 save time	~	VB NN
   1 save trip	_	VB NN
   2 save yourself the trouble	~	VB PRP DT NN
   1 say no	_	VB UH
   1 say sorry	_	VBD JJ
   1 scent flower	_	VBN NNS
   1 scharffen berger	_	NNP NNP
   1 scordia , sicily	~	NNP , NNP
   1 scott larson	_	NNP NNP
   1 scrap metal	_	NN NN
   1 scrummy yummy	_	NNP NNP
   1 sear's automotives	_	NNP NNP
   2 search engine optimization	_	NN NN NN
   1 search high and low	_	VBG RB CC RB
   2 second chance	_	JJ NN
   1 second hand smoke	_	JJ NN NN
   1 second home	_	JJ NN
   3 second home	_	NNP NNP
   1 see decline in	~	VBN NN IN
   1 see the sun	_	VB DT NN
   1 seek out	_	VBP RP
   1 seem like	_	VBZ IN
   1 seem to me	~	VBZ IN PRP
   1 self service	_	NN NN
   1 sell by date	~	VB RB NN
   1 send over	_	VBD RP
   1 send over	_	VBN RB
   1 sense of humor	_	NN IN NN
   1 sense of humour	_	NN IN NN
   1 serve as	~	VBD IN
   1 service fee	_	NN NN
   1 service office	_	NN NN
   1 service papers	_	NN NNS
   1 service receive	~	NN VBD
   1 set apart	_	VBZ RB
   1 set out	_	VBD RP
   2 set up	_	NN NN
   2 set up	_	VB RP
   1 set up	_	VBN RP
   1 seth bloom	_	NNP NNP
   1 seth k	_	NNP NNP
   1 settle for	~	VBD IN
   1 sheet metal	_	NN NN
   1 shell out	_	VB RP
   1 shoot the breeze	_	VBG DT NN
   1 shop around	_	VBD RB
   1 shopping center	_	NN NN
   1 short of that	_	RB IN DT
   1 short pump	_	NNP NNP
   4 show up	_	VB RP
   3 show up	_	VBD RP
   2 show up	_	VBZ RP
   1 shower head	_	NN NNS
   1 showroom floor	_	NN NN
   1 shree ghatkopar bhatia mitra mandal	_	NNP NNP NNP NNP NNP
   1 shrimp satay	_	NN NN
   1 shrimp scampi	_	NN NN
   1 shut down	_	VBN RP
   1 shut off	_	VBN RP
   1 shut up	_	VB RP
   1 sign in	_	VB RP
   1 sign in	_	VBD RP
   1 sign name	~	VB NN
   1 sign names	~	VBG NNS
   2 sign up	_	VBD RP
   1 sign up	_	VBN RP
   2 signs of saltford	_	NNPS IN NNP
   1 silver member	_	NN NN
   1 sinking feeling	_	NN NN
   1 sister - in - law	_	NN HYPH IN HYPH NN
   1 sister in law	_	NN IN NN
   1 sit - abouts	_	NN HYPH NNS
   1 sit and wait around	~	VB CC VB RB
   1 sit around	_	VBG RB
   1 sit down	_	VB RB
   1 sit up	_	VB RP
   1 situation be in	_	NN VBD IN
   1 sky pod	_	NN NN
   1 sky pod elevator	~	NN NN NN
   1 sleep through the night	~	VB IN DT NN
   2 slice pizza	_	NNP NNP
   1 small town	_	JJ NN
   1 smoke shop	_	NN NN
   1 smokehouse burger	_	NN NN
   1 smoker s haven	_	NN POS NN
   1 so - so	_	JJ HYPH JJ
   1 so call	_	RB VBN
   4 so far	_	RB RB
   1 so long	_	RB RB
   1 so that	_	IN IN
   1 soccer mom	_	NN NN
   2 social medium	_	JJ NN
   1 social security numbers	_	JJ NN NNS
   1 sofa bed	_	NN NN
   1 solana beach	_	NNP NNP
   1 some place	_	DT NN
   1 sort of	_	RB RB
   1 sort out	_	VB RP
   1 sort out	_	VBD RP
   1 sound off	_	VBP RP
   1 soup and salad	~	NN CC NN
   1 south bend	_	NNP NNP
   1 south florida	_	JJ NNP
   1 south philly	~	NNP NNP
   1 southern californian	~	JJ NNP
   1 spaghetti alla barese	_	NN NN NN
   1 spare rib	_	NN NNS
   2 spay and neuter	_	NN CC NN
   1 speak to	~	VB IN
   3 speak to	~	VBN IN
   1 speak with	~	VBD IN
   1 spears roofing	_	NNP NNP
   1 specialize in	_	VBP IN
   1 specialize in	_	VBZ IN
   1 spend time	_	VBD NN
   1 spice up	_	VBP RP
   1 spill the whisky	_	VB DT NNP
   1 split , croatia	_	NNP , NNP
   1 sport bar	_	NNS NN
   1 spot - on	_	JJ HYPH JJ
   1 spot on	_	JJ JJ
   1 spray for	_	VBD IN
   2 spread the word	_	VB DT NN
   1 spread the word	_	VBG DT NN
   1 sprecher 's	_	NNP POS
   1 spring clip	_	NN NNS
   1 spring mountain	_	NNP NNP
   1 spring roll	_	NN NNS
   1 springfield , il	_	NNP , NNP
   1 sq ft	_	JJ NNS
   1 squeeze in	_	VBD RP
   1 sr - 22	_	NN HYPH CD
   1 srd pat testing	_	NNP NNP NNP
   1 st. charles mall	_	NNP NNP NNP
   1 st. thomas the apostle	_	NNP NNP DT NNP
   1 stainless steel	_	NNP NNP
   1 stand around	_	VB RB
   1 stand around	_	VBG RB
   1 stand for	_	VBD IN
   1 stand in line	~	VB IN NN
   1 stand the test of time	_	VBZ DT NN IN NN
   1 start out	_	VB RP
   1 start out	_	VBD RP
   1 start to finish	_	NN IN NN
   2 state inspection	_	NN NN
   1 state of the art	_	NN IN DT NN
   1 staten island computers	_	NNP NNP NNPS
   2 stay away	_	VB RB
   2 stay away from	~	VB RB IN
   1 steak house	_	NN NN
   1 steele electric	_	NNP NNP
   1 steep price	~	JJ NNS
   1 steering wheel	_	NN NN
   1 step it up notch	_	VBP PRP RP NN
   1 step take	_	NN VBZ
   1 step up to the plate	_	VBD RP IN DT NN
   1 stephanie fairchild	_	NNP NNP
   1 steven starr	_	NNP NNP
   1 stevens creek	_	NNP NNP
   1 stick to	_	VB IN
   1 stick up	_	VBN RP
   1 stick up	_	VBZ RP
   1 stick with	_	VB IN
   1 stick with	_	VBN IN
   1 sticker price	_	NN NN
   1 stock up	_	VBP RP
   1 stokes street	_	NNP NNP
   1 stony point	_	NNP NNP
   1 stop by	_	VB IN
   1 stop by	_	VB RB
   1 stop by	_	VBP IN
   3 stop in	_	VB RB
   2 stop in	_	VBD RB
   1 stop in	_	VBP RB
   1 stop make sense	_	VB VBG NNP
   1 straight edge	_	JJ NN
   1 stress out	_	VBN RP
   2 strip mall	_	NN NN
   1 strobe light	_	NN NN
   1 student body	_	NN NN
   1 student tour india package	_	NNP NNP NNP NNP
   1 stumble across	_	VB IN
   1 sub par	_	AFX JJ
   1 subway sandwiches	_	NNP NNPS
   2 such as	_	JJ IN
   1 suck at	~	VBP IN
   1 suck it up	_	VB PRP RP
   1 sum up	_	VB RP
   1 sum up with	~	VB RP IN
   1 summer vacation	~	NN NNS
   1 sun devil auto	_	NNP NNP NNP
   1 sun toyota	_	NNP NNP
   1 super 8	_	NNP NNP
   1 supreme being	_	JJ NNS
   1 sure enough	_	RB RB
   1 sushi bar	_	NN NN
   1 sushi lover	_	NNP NNP
   1 sussman kia	_	NNP NNP
   1 suzanne , vancouver	_	NNP , NNP
   1 sweet as pie	_	JJ IN NN
   2 sweet potato	_	JJ NN
   1 t 's	_	NNP POS
   1 t 's cafe	_	NNP POS NNP
   1 taco mac	_	NNP NNP
   1 taj mahal	_	NNP NNP
   1 take - out	_	NN HYPH NN
   1 take a bite	_	VBD DT NN
   1 take a chance on	_	VBD DT NN IN
   1 take a while	~	VBD DT NN
   1 take approach	_	VB NN
   1 take as far as can	_	VB RB RB IN MD
   1 take away	_	NN NN
   1 take back	_	VB RB
   1 take back	_	VBD RB
   1 take break	_	VB NN
   8 take care of	_	VB NN IN
   2 take care of	_	VBD NN IN
   1 take care of	_	VBG NN IN
   4 take care of	_	VBN NN IN
   1 take courage	_	VBD NN
   1 take down number	_	VBG RP NN
   1 take forever	_	VBD RB
   1 take heed	_	VB NN
   6 take in	_	VBD RB
   2 take in	_	VBN RB
   1 take into account	_	VBG IN NN
   1 take it	_	VB PRP
   1 take name	_	VBD NN
   1 take of	_	VBP IN
   1 take off	_	VBD RP
   1 take off	_	VBG RP
   2 take off	_	VBN RP
   1 take on	_	VB RP
   1 take on	_	VBD RP
   1 take order	_	VBG NN
   3 take out	_	NN NN
   1 take out	_	VBD RB
   1 take out	_	VBN RB
   1 take out to	~	VBD RB IN
   1 take over	_	VBZ RB
   1 take picture	~	VB NNS
   2 take pride	_	VBP NN
   1 take the plunge with	_	VB DT NN IN
   4 take the time	_	VB DT NN
   7 take the time	_	VBD DT NN
   5 take time	_	VBD NN
   2 take time	_	VBZ NN
   1 take time away	_	VBG NN RB
   1 take time off of	_	VB NN IN IN
   1 take try	_	VBD NNS
   1 take walk ins	_	VB NN NNS
   1 talk down	_	VBP RB
   1 talk down to	_	VBP RB IN
   1 talk down to	~	VBP RB IN
   1 talk into	_	VBP IN
   1 talk to	~	VBG IN
   1 talk to	~	VBZ IN
   1 talk with	~	VB IN
   1 tanglewood apartments	_	NNP NNPS
   2 tap water	_	NN NN
   1 tax payer	_	NN NNS
   1 tea back	~	NN NNS
   1 tea spoon	_	NN NN
   1 teacup chihuahua	_	NN NN
   1 team building	_	NN NN
   1 team texas construction	_	NNP NNP NNP
   1 ted jurek	_	NNP NNP
   2 telephone number	_	NN NN
   1 tell so	~	VBD RB
   1 tell the truth	_	VB DT NN
   1 tell to face	_	VBZ IN NN
   1 ten star	_	CD NNS
   1 tension and worry	~	NN CC NNS
   1 test - drive	_	NN HYPH VB
   2 test drive	_	NN NN
   1 test drive	_	NN NNS
   1 test drive	_	NN VB
   1 test drive	_	NN VBD
   1 test out	_	VB RP
   3 texas roadhouse	_	NNP NNP
   1 thank - you	_	VBP HYPH PRP
   1 thank god	_	VBP NNP
   1 thank you	_	VB PRP
  25 thank you	_	VBP PRP
   3 thanks again	_	NN RB
   1 thanks guy	_	NN NNS
   3 thanks to	_	NN IN
   1 that 's amore	_	DT VBZ NNP
   1 that be say	_	DT VBG VBN
   1 that say	_	DT VBN
   1 the best part of	_	DT JJS NN IN
   1 the better part of	_	DT JJR NN IN
   1 the brick	_	DT NNP
   1 the creative workshop	_	DT NNP NNP
   1 the extra mile go	_	DT JJ NN VBD
   2 the fact that	_	DT NN IN
   1 the fan	_	DT NN
   1 the gables	_	DT NNP
   1 the grill	_	DT NNP
   1 the hilton	_	DT NNP
   1 the holy grail	_	DT JJ NN
   3 the laundry tub	_	DT NNP NNP
   1 the law office of dale gribow	_	DT NN NNS IN NNP NNP
   1 the libido band	_	DT NN NN
   1 the looking glass	_	DT NNP NNP
   1 the most important day of life	_	DT RBS JJ NN IN NN
   1 the new kid on the block	_	DT JJ NN IN DT NN
   1 the next big thing	_	DT JJ JJ NN
   1 the other day	_	DT JJ NN
   1 the other way around	_	DT JJ NN RB
   1 the point	_	DT NN
   1 the rams	_	DT NNPS
   2 the real deal	_	DT JJ NN
   1 the real thing	_	DT JJ NN
   1 the rest be history	_	DT NN VBD NN
   1 the same	_	DT JJ
   1 the thing be	_	DT NN VBZ
   1 the usual	_	DT JJ
   1 the willow lounge	_	DT NNP NNP
   1 the world revolve around	_	DT NN VBZ IN
   1 then again	_	RB RB
   1 then again	~	RB RB
   1 there 's no excuse for	~	EX VBZ DT NN IN
   1 these days	_	DT NNS
   2 these guy	~	DT NNS
   1 think of	_	VB IN
   1 think of	_	VBN IN
   1 think of	~	VBD IN
   1 think so	_	VB RB
   1 throw birthday party	~	VBD NN NN
   1 throw out	_	VB RP
   1 thumb up	_	NNS RB
   1 tiger heating	_	NNP NNP
   1 tiger heating and air	_	NNP NNP CC NNP
   1 tight corner	_	JJ NNS
   1 time and again	_	NN CC RB
   1 time of year	_	NN IN NN
   1 time spend	~	NN VBN
   1 tintman nationwide tints ltd	_	NNP NNP NNPS NNP
   1 tip top	_	JJ JJ
   2 tire gooroo	_	NNP NNP
   1 to bad	_	RB JJ
   1 to be clear	_	TO VB JJ
   1 to be desire	_	TO VB VBN
   1 to be honest	_	TO VB JJ
   1 to begin with	_	TO VB IN
   2 to boot	_	TO VB
   1 to date	_	IN NN
   1 to death	_	IN NN
   1 to do	_	TO VB
   1 to eat	_	TO VB
   1 to end	_	IN NN
   2 to go	_	TO VB
   1 to go box	~	TO VB NN
   1 to my surprise	_	IN PRP$ NN
   1 to show for	_	TO VB IN
   1 to start off with	_	TO VB RP RB
   1 to the point	_	IN DT NN
   1 toilet seat	_	NN NN
   1 tone down	_	VBN RP
   1 too much	_	RB JJ
   1 too much trouble	_	RB JJ NN
   1 top - rank	_	NN HYPH VBN
   6 top notch	_	JJ NN
   1 top quality	~	JJ NN
   1 top to bottom	_	NN IN NN
   1 tortilla soup	_	NN NN
   1 tow truck	_	NN NN
   1 town bagel	_	NNP NNP
   1 toyota venza	_	NNP NNP
   1 track down	_	VB RP
   1 track down	_	VBD RP
   1 trade - in	_	NN HYPH NN
   1 trader joe 's	_	NNP NNP POS
   1 traffic light	_	NN NN
   1 travel the world	~	VB DT NN
   1 treat like dirt	_	VBN IN NN
   1 treat to	~	VBN IN
   1 trio 's	_	NNP POS
   1 troy , mo	~	NNP , NNP
   1 true to words	_	JJ IN NNS
   1 trust gut	_	VBD NN
   1 trust me	_	VB PRP
   1 trust me	~	VB PRP
   1 trust the midas touch	_	VB DT NNP NN
   2 trust with	_	VB IN
   1 trust with	_	VBG IN
   1 trust with	_	VBP IN
   1 try on	_	VBD RP
   1 try on	_	VBG RP
   1 try out	_	VB RP
   1 try out	_	VBN RP
   1 try to say	_	VBG TO VB
   1 try to tell	_	VBD TO VB
   1 turn down	_	VBD RP
   1 turn into	_	VBD IN
   1 turn on	_	VBD RP
   1 turn out	_	VB RP
   3 turn out	_	VBD RP
   1 turn out	_	VBZ RP
   1 turn over to	_	VBD RP IN
   1 turn to	_	VBG IN
   1 tussey mountain tree plantation	_	NNP NNP NNP NNP
   1 two thumb up	_	CD NNS RB
   1 u of r	_	NNP IN NNP
   1 u. penn	_	NNP NNP
   1 ufc fighter	_	NNP NN
   1 under circumstances	_	IN NNS
   1 under warranty	_	IN NN
   1 unheard of	_	JJ RB
   1 united air duct	_	NNP NNP NNP
   1 united air duct cleaning	_	NNP NNP NNP NNP
