sent ID,token,v1,v2 Scene Role,v2 Prep Function,gov,note,
ewtb.r.040616.1:22,have,`a,,,,,we purchased a new home but was unable to sell our old house so we contacted this property management company and they |have| helped us quickly rent out our house and keep it maintained .
ewtb.r.040616.2:3,have,`a,,,,,Since then we |have| decided to have them manage our other investment properties as well as we getting older and can no longer perform all the inquires .
ewtb.r.042012.5:15,have,`a,,,,,"You will also have the experience of learning the bella Sicilian culture , that I |have| fallen in luv with ."
ewtb.r.042416.2:9,have,`a,,,,,This is by far the BEST B&B that we |have| ever stayed at !
ewtb.r.042416.4:3,have,`a,,,,,"We could not |have| been more welcomed , more comfortable or more well fed ."
ewtb.r.043020.19:29,have,`a,,,,,"When the fence was first installed I would have given them five stars , now for their poor customer follow - up and unwillingness to fix the fence they |have| dropped to a one - star in my opinion !"
ewtb.r.043020.19:8,have,`a,,,,,"When the fence was first installed I would |have| given them five stars , now for their poor customer follow - up and unwillingness to fix the fence they have dropped to a one - star in my opinion !"
ewtb.r.047007.1:27,have,`a,,,,,Called to check if they had a product I 've been using on my dog for years ... the boy who answered the phone could n't possibly |have| been ruder to me .
ewtb.r.047184.5:1,have,`a,,,,,We |have| attended A Ward Dance Centre for over a year and really enjoy the friendly and welcoming way we are taught Ballroom and Latin as well as the fun filled social dance evening held every Saturday evening ....
ewtb.r.047762.2:1,have,`a,,,,,"I |have| been going to the Wildwood , NJ for over 30 years for summer vacations and always call the Madrid first ."
ewtb.r.049766.7:2,have,`a,,,,,It would |have| been more than one could bear !
ewtb.r.053248.19:33,have,`a,,,,,"Perhaps had we not gone into this restaurant believing Zahav was going to be golden as its name suggests ( and as the many golden reviews seem to attest ) , we would |have| enjoyed a decent little expensive experience ."
ewtb.r.054798.4:18,have,`a,,,,,I 've had 2 cuts now from Georgia and have paid more in other salons / barbershops and |have| not received this kind of treatment or cut !
ewtb.r.054798.4:9,have,`a,,,,,I 've had 2 cuts now from Georgia and |have| paid more in other salons / barbershops and have not received this kind of treatment or cut !
ewtb.r.059005.5:1,have,`a,,,,,I |have| never had a problem with their hours because I always go during the mornings .
ewtb.r.059386.2:10,have,`a,,,,,We go to Japaneiro 's all the time and we |have| NEVER been disappointed !
ewtb.r.061079.1:3,have,`a,,,,,Friendliest place I |have| ever stayed !
ewtb.r.063963.4:2,have,`a,,,,,If you |have| been to the London Aquarium I would not even bother with this .
ewtb.r.071518.7:1,have,`a,,,,,I |have| finally found a mechanic I trust !!
ewtb.r.080221.3:1,have,`a,,,,,You |have| been awarded the converted Hino Dealer of the Year !
ewtb.r.081796.3:1,have,`a,,,,,I |have| been shopping there for over six years now .
ewtb.r.081934.4:2,have,`a,,,,,"As I |have| gone through many reviews sites to see if any provider is providing better services or not , and I have realized that there were many good reviews about Liquidweb also Steven never faced any server issues in his whole hosting ."
ewtb.r.081934.4:22,have,`a,,,,,"As I have gone through many reviews sites to see if any provider is providing better services or not , and I |have| realized that there were many good reviews about Liquidweb also Steven never faced any server issues in his whole hosting ."
ewtb.r.085424.3:1,have,`a,,,,,I |have| had all three of my children attend Lake Forest Tots .
ewtb.r.085424.4:7,have,`a,,,,,"The program is well established and we |have| been extremely satisfied with the teachers , the programs and the director ."
ewtb.r.090136.5:16,have,`a,,,,,"The antipasti were amazing , the wines were mind - blowing , the service could n't |have| been better ."
ewtb.r.103952.3:1,have,`a,,,,,I |have| gone there time and time again whenever I need to get my hair done or when I want a haircut .
ewtb.r.107692.7:1,have,`a,,,,,I |have| gotten better results talking to COMCAST customer service than with these folks .
ewtb.r.107692.9:2,have,`a,,,,,"If you |have| gotten through ordering , dealing with the rude staff and if you followed the dumb rules , you are finally presented with what you came for .. some tacos that are "" ok , "" but definitely not worth putting up with all the hassle ."
ewtb.r.109263.1:1,have,`a,,,,,I |have| been here 3 times and all 3 times it has been bad !
ewtb.r.109263.2:1,have,`a,,,,,They |have| messed up my order and .... The food was just not good !
ewtb.r.110908.3:11,have,`a,,,,,"It has to be one of the nicest pubs that i |have| been into in a long time , the decor is nice and it has a really nice garden and a lovely decking area ."
ewtb.r.112579.2:1,have,`a,,,,,"I |have| been eating Cuban for a long time , sandwiches mainly along with other dishes .."
ewtb.r.117115.3:3,have,`a,,,,,"The excellent windows |have| performed without any problems , but that 's not why I 'm writing my review ."
ewtb.r.121342.6:2,have,`a,,,,,We should |have| left then .
ewtb.r.121342.9:1,have,`a,,,,,"We |have| never had mexican food this bad , it was just simply gross ."
ewtb.r.121556.2:1,have,`a,,,,,"I |have| lived in the UTC La Jolla area for many years , and I never new this salon was here until a friend reffered me to see Holly here ."
ewtb.r.121651.7:1,have,`a,,,,,We |have| already recommended you to some of our friends !
ewtb.r.122882.4:15,have,`a,,,,,"The server we had was knowledgeable but he was not as proper as he should |have| been , acting like he was talking to his friends rather than his customers ."
ewtb.r.124163.3:10,have,`a,,,,,He instantaneously put me at ease and his ongoing treatments |have| been absolutely pain free .
ewtb.r.126171.2:1,have,`a,,,,,I |have| been getting my treatments for a few months now and have seen some results but not up to the standards that I was told I should expect .
ewtb.r.126171.2:12,have,`a,,,,,I have been getting my treatments for a few months now and |have| seen some results but not up to the standards that I was told I should expect .
ewtb.r.127157.2:1,have,`a,,,,,"I |have| used these guys for new snows , fixing lots of flats , used replacement tires , and oil changes ."
ewtb.r.128168.2:10,have,`a,,,,,"First let me start out by saying , that I |have| had very nice pedicures at Lovely Nails on Military Road ."
ewtb.r.128168.4:13,have,`a,,,,,I was in two weeks ago and had the worst pedicure that I |have| had in my life .
ewtb.r.128636.2:10,have,`a,,,,,David is the most helpful and creative photographer that I |have| used .
ewtb.r.131458.2:1,have,`a,,,,,I |have| been a friend and customer of Signs of Saltford for well over 12 years now and I also became their website supplier some 3 years ago .
ewtb.r.131458.4:1,have,`a,,,,,I |have| been extremely pleased with the signs and pop - up banners she has supplied to me over the years - a truly first class family business run by Tina and her husband Chris .
ewtb.r.133601.1:8,have,`a,,,,,Dr. Chao you are the best dentist I |have| ever had .
ewtb.r.133601.3:18,have,`a,,,,,"I wish I had you as my dentist early on in my life - maybe my teeth would |have| been a lot better then they are now , However I am glad you are my dentist now ."
ewtb.r.133981.3:11,have,`a,,,,,"Our bathroom fan , one electric outlet and 2 leaky sinks |have| yet to be fixed ."
ewtb.r.138249.2:1,have,`a,,,,,I |have| use them four times for fixing items from pushing out a dent in a bumper to fixing the fender on my beloved Miata .
ewtb.r.138249.3:1,have,`a,,,,,I |have| never been disappointed .
ewtb.r.142081.2:1,have,`a,,,,,"I |have| been here a few times for oil changes and just got my tires , alignment and state inspection done yesterday ."
ewtb.r.148971.15:16,have,`a,,,,,"Even my PA i went to the other day said "" it must by comforting to |have| gone to a heart surgeon like him who will do nothing for you "" ."
ewtb.r.148971.8:21,have,`a,,,,,"He did not even give me the chance to say i would stay on the ventilator longer , which i would |have| ."
ewtb.r.156460.2:1,have,`a,,,,,I |have| been to Kim at Cheveux for more than five years .
ewtb.r.156460.6:14,have,`a,,,,,I am made to feel special when I am in the chair and I |have| NEVER had a less than amazing cut or color experience .
ewtb.r.158335.6:13,have,`a,,,,,"grey shirt "" mark "" of course with this type behavior he could |have| been wearing someon else s clothing ....."
ewtb.r.160073.10:4,have,`a,,,,,And every entree we |have| ordered is perfect .
ewtb.r.160073.19:2,have,`a,,,,,"PS I |have| noticed on here that someone left a comment that "" all of the nice comments must come from co workers or friends "" and I will tell you that I do n't know these people except from eating at their restaurant ."
ewtb.r.160073.2:12,have,`a,,,,,My family and I moved to San Antonio a year ago and |have| tried almost all of the Chinese Restaurants because we love Chinese food .
ewtb.r.160073.5:2,have,`a,,,,,Everything we |have| gotten there has been more authentic and better tasting than any other Chinese restaurant in the San Antonio area we have been to -- and trust me we have been to a lot of them .
ewtb.r.160073.5:23,have,`a,,,,,Everything we have gotten there has been more authentic and better tasting than any other Chinese restaurant in the San Antonio area we |have| been to -- and trust me we have been to a lot of them .
ewtb.r.160073.5:31,have,`a,,,,,Everything we have gotten there has been more authentic and better tasting than any other Chinese restaurant in the San Antonio area we have been to -- and trust me we |have| been to a lot of them .
ewtb.r.160073.8:8,have,`a,,,,,They have the best Egg Drop Soup I |have| ever tasted .
ewtb.r.162567.2:1,have,`a,,,,,I |have| worked with Shannon as my massage therapist and intuitive bodyworker for years and have never been disappointed .
ewtb.r.162567.2:15,have,`a,,,,,I have worked with Shannon as my massage therapist and intuitive bodyworker for years and |have| never been disappointed .
ewtb.r.162702.2:5,have,`a,,,,,I was soooo lucky to |have| used Marlon 's photography services .... such a creative and talented photographer and a pleasure to work with .
ewtb.r.164805.10:1,have,`a,,,,,"I |have| purchased over 15 vehicles ( cars , rvs , and boats ) in my lifetime and I have to say the experience with Michael and Barrett Motor Cars of San Antonio was one of the best ."
ewtb.r.165032.1:14,have,`a,,,,,Michael helped shoot the majority of my firm 's website and we could not |have| been happier .
ewtb.r.169083.1:1,have,`a,,,,,I |have| been a patient a NW hospital and it was great .
ewtb.r.169083.2:1,have,`a,,,,,I |have| also had an 80 yr old that I take of sent to the ER and long stays in the hospital .
ewtb.r.170650.8:12,have,`a,,,,,Doctor Gonzales and his entire staff are the most professional people I |have| ever dealt with .
ewtb.r.173944.3:11,have,`a,,,,,She answers all questions asked and provides the best service i |have| ever seen .
ewtb.r.181696.2:11,Have,`a,,,,,"The only 10.0 "" Perfect Score "" AVVO Rated Attorney I |Have| Ever Met ."
ewtb.r.181748.5:11,have,`a,,,,,"I was extremely interested in the car and very likely would |have| bought it , but the sales guy I dealt with ruined the deal ."
ewtb.r.181771.3:1,have,`a,,,,,I |have| never seen this car before until this lady at wal mart had it and she told me she got it here and that everyone was so nice to her .
ewtb.r.186284.4:12,have,`a,,,,,"The flowers were all that I hoped they would be , I |have| attended several funerals of late unfortunately and the flowers I recieved from Ana outshone them all ."
ewtb.r.188548.4:27,have,`a,,,,,"When it came time to pay the bill up front , they would not let me use any of the certificate for a tip ( which I |have| done with any other restaurant I 've gotten a gift certificate for . )"
ewtb.r.190256.6:1,have,`a,,,,,We |have| had nothing but compliments on our bathroom when guest come over - who would have guessed that one ?
ewtb.r.191666.5:10,have,`a,,,,,( to both myself and customers ) 3 ) I |have| never experienced so much rudeness coming from a business .
ewtb.r.192713.6:8,have,`a,,,,,This is one of the best farms I |have| ever been too .
ewtb.r.192737.4:2,have,`a,,,,,Once you |have| met Nigel you will not want to work with anyone else .
ewtb.r.193257.2:1,have,`a,,,,,We |have| utilized Mr. Pozza and his firm twice now in our family and both times have been very pleased .
ewtb.r.193257.2:16,have,`a,,,,,We have utilized Mr. Pozza and his firm twice now in our family and both times |have| been very pleased .
ewtb.r.200957.2:1,have,`a,,,,,I |have| been growing my hair out for 1 year plus and went in to get 1 inch taken off .
ewtb.r.201972.6:11,have,`a,,,,,I think they may even be better than the pair I |have| been using this past year !
ewtb.r.207629.2:1,have,`a,,,,,I |have| been going to Warner Family for a number of years and would highly recommend it to anyone .
ewtb.r.207629.4:1,have,`a,,,,,I |have| seen several of the providers from the office and have not once been shown anything but care and consideration .
ewtb.r.207629.4:11,have,`a,,,,,I have seen several of the providers from the office and |have| not once been shown anything but care and consideration .
ewtb.r.207629.6:2,have,`a,,,,,I personally |have| had wonderful service and if you re truely looking for a FAMILY practice ... Warner Family is the place for you .
ewtb.r.209465.2:1,have,`a,,,,,"I |have| been eating Pho for almost my entire life and I 've always gone to the Pho places in south philly and off the boulevard and even the other one in chinatown , but when i tried this pho place , it blew the other pho houses away !!"
ewtb.r.210019.1:1,have,`a,,,,,We |have| stayed at Tanglewood for many years now .
ewtb.r.210019.3:1,have,`a,,,,,We |have| never had a problem with the cabins .
ewtb.r.210019.5:2,have,`a,,,,,The cabins |have| always been clean .
ewtb.r.214912.1:1,have,`a,,,,,I |have| used Bright Futures for the last 7 years .
ewtb.r.215460.4:6,have,`a,,,,,My advise to all is I |have| fallen into this trap ... pl ensure you do nt !!!
ewtb.r.220214.8:11,have,`a,,,,,But then again I was nice to them so that could |have| been why .
ewtb.r.224123.2:10,have,`a,,,,,"ca n't remember good or bad , so it must |have| been meh ."
ewtb.r.227515.3:1,have,`a,,,,,"I |have| had several dentists in my life , but Dr. Deters is by far my favorite ."
ewtb.r.228944.2:8,have,`a,,,,,This shop is by far the best I |have| been to .
ewtb.r.228944.3:12,have,`a,,,,,I have a Saab ... which everything is expensive on and they |have| been extrememly fair and price a lot lower than any other shop I called .
ewtb.r.229410.2:1,have,`a,,,,,"I |have| worked with Ted Jurek at Decor and You , and it started out as a decent experience ."
ewtb.r.229480.2:1,have,`a,,,,,I |have| had my back fused in 2 places .
ewtb.r.229623.2:59,have,`a,,,,,"While there was n't too much available for their age ( ball pit , bouncy area and a little padded pyramid to climb on ) , we went right when they opened at 10 am on a winter weekday and ended up being the only ones there , so we were given a little more liberty than we would |have| if others had been there ."
ewtb.r.230176.3:1,have,`a,,,,,"I |have| been suffering from back pain for over 12 years and have been to numerous specialists , physios , osteos and chiros with no help ."
ewtb.r.230176.3:12,have,`a,,,,,"I have been suffering from back pain for over 12 years and |have| been to numerous specialists , physios , osteos and chiros with no help ."
ewtb.r.235211.5:1,have,`a,,,,,We |have| had many conversations with them and they have always been extremely patient with me as I tried on multiple hats in search of the right costumes for my magic act .
ewtb.r.235211.5:9,have,`a,,,,,We have had many conversations with them and they |have| always been extremely patient with me as I tried on multiple hats in search of the right costumes for my magic act .
ewtb.r.235423.2:9,have,`a,,,,,This is by far the worst chinese food I |have| ever had .
ewtb.r.238839.4:3,have,`a,,,,,"This place may |have| been something sometime ; but it way past it "" sell by date "" ."
ewtb.r.238839.5:1,have,`a,,,,,I |have| eaten here twice in the past year and will not go back and can not recommend it .
ewtb.r.239035.2:11,have,`a,,,,,"It is very clean , staff is friendly , and I |have| never waited !"
ewtb.r.241739.3:1,have,`a,,,,,I |have| been going to Nick for 5 months now precisely because he does pay attention to detail .
ewtb.r.243799.3:18,have,`a,,,,,she did nt even let me finish a sentence without insulting me and telling me how i should |have| said it !
ewtb.r.247097.13:5,have,`a,,,,,I am SO GLAD to |have| found Dr. Liau .
ewtb.r.248124.2:7,have,`a,,,,,It is the real thing - I |have| been practicing Pilates for over 7 years and would not go anywhere else .
ewtb.r.251774.3:7,have,`a,,,,,I have to tell you that I |have| n't had one and do n't want one .
ewtb.r.251774.4:7,have,`a,,,,,It is the easiest thing that I |have| ever done and I tell all my friends that they should do it too .
ewtb.r.257296.5:18,have,`a,,,,,It is a great course for local golfers to be proud of and all the comments in 2008 |have| been very positive !!
ewtb.r.266676.2:12,Have,`a,,,,,"Thanks For The Prompt Service And Great Job You And Your Boys |Have| Done On Our New Solar System , The Panels On The Roof Look Great And The Power We Are Putting Back In To The Grid Is Great , Great Job Thanks"
ewtb.r.268952.2:1,have,`a,,,,,I |have| been going there since I was a little girl and love the friendly and relaxing atmosphere .
ewtb.r.269560.4:22,have,`a,,,,,"He was in the process of making me a pie and when I got home , the pie was the worst I |have| ever seen ."
ewtb.r.270889.3:1,have,`a,,,,,We |have| tried many different computer people until now - we will stick with Qualitech Computers !!!
ewtb.r.272836.2:15,have,`a,,,,,"Since moving back from college and trying to settle roots in the Village , I |have| referred to the La Jolla Blue Book for a ton of local numbers ."
ewtb.r.276689.2:1,have,`a,,,,,I |have| lived in Buckingham Condominiums townhouse for 2 years .
ewtb.r.276689.8:5,have,`a,,,,,The only problem that I |have| experienced is the landlord .
ewtb.r.278775.8:2,have,`a,,,,,"Well we |have| been working with Ulistic for 1.5 months , and have 100 people following our site on Facebook , and our web site , www.designofashion.com has seen a 3 fold increase in traffic , which is significantly beating our expectations - SEO is a process that takes time and to get results this quickly is exceptional ."
ewtb.r.280663.6:7,have,`a,,,,,"They asked us things that we would |have| never have thought of , and took extra time to meet with us when we needed it before the wedding ."
ewtb.r.280663.6:9,have,`a,,,,,"They asked us things that we would have never |have| thought of , and took extra time to meet with us when we needed it before the wedding ."
ewtb.r.288100.2:9,have,`a,,,,,"I began seeing Dr. Romanick back in 2000 and |have| seen a significant decline in the quality of care , patient - doctor communication , and just the overall level of services ."
ewtb.r.290594.11:16,have,`a,,,,,"You were clearly given another alternative by Second Home , to board him - which might |have| given your dog a chance to come and go from Second Home a couple times , getting used to the place and maybe facilitating another attempt to get into daycare later ."
ewtb.r.291088.2:1,have,`a,,,,,I |have| visited Dr. Cooper 's office twice and I am very impressed with how friendly and polite the staff is .
ewtb.r.292841.3:24,have,`a,,,,,"A large group of my friends and I rent almost the whole motel every year for a weekend , and the experience and stay |have| always been five - star ."
ewtb.r.295288.6:7,have,`a,,,,,Now my car s gears and brakes |have| never run so well ... ever it s like driving a new car .
ewtb.r.310018.1:6,have,`a,,,,,Natasha is the BEST photographer we |have| ever worked with .
ewtb.r.310032.7:3,have,`a,,,,,To date they |have| not made good by either finding the key or paying for a new one .
ewtb.r.311138.2:20,have,`a,,,,,"A lack of organisation , coupled with the distain for its customers , makes this the worst rental agency I |have| used ."
ewtb.r.313558.4:5,have,`a,,,,,Neither me nor my son |have| n't had a single cavity since we started dental care there .
ewtb.r.314024.1:7,have,`a,,,,,"Old time grocery , best steaks I |have| ever had !"
ewtb.r.315763.2:15,have,`a,,,,,I moved to Creekside Apartments in August 2008 with a 6 - month lease and |have| just extended it for another 13 months !
ewtb.r.315763.4:1,have,`a,,,,,They |have| been extremely helpful whenever I have asked for help .
ewtb.r.315763.4:7,have,`a,,,,,They have been extremely helpful whenever I |have| asked for help .
ewtb.r.315763.6:1,have,`a,,,,,I |have| never had any problems with loud neighbors or concerns about safety .
ewtb.r.319816.11:3,have,`a,,,,,"I would not |have| gone back , but I could n't find the particular tire they 'd used in stock anywhere else ."
ewtb.r.319816.21:24,have,`a,,,,,"A few minutes after I left , I was called and informed that "" I "" left my wheel lock ( which they should |have| left in the car ) ."
ewtb.r.325292.2:1,have,`a,,,,,I |have| been here 3 to 4 times and every time food they served seems warmed up not cooked after you order it .
ewtb.r.326649.2:12,have,`a,,,,,"I personally trust this Midas store with all my vehicles , I |have| been going there for years & would never go anywhere else !"
ewtb.r.329692.9:16,have,`a,,,,,"In today 's instant world , there 's no reason for the instructor not to even |have| given us a phone call or e-mail if she was going to be late ."
ewtb.r.329807.2:1,have,`a,,,,,I |have| been using Steele Electric for years .
ewtb.r.329807.3:1,have,`a,,,,,They |have| always done a great job at a reasonable price .
ewtb.r.330966.3:1,have,`a,,,,,"I |have| stayed in this hotel many times , and while it typically offers a decent bang for the buck , its client base largely consists of troubled youngsteers and evictees from the local , not so pleasant hood ."
ewtb.r.330966.4:1,have,`a,,,,,"I |have| never considered this a real problem as I travel without kids and can fend for myself , but when I had to listen to a ( non-violent ) domestic fight that lasted from 1 AM to 5 AM during my last stay and I found out that the front desk was unmanned during night hours , my choice was to either waste tax payers money by calling for a yet another police dispatch to this hotel , or just get over it ."
ewtb.r.333243.9:5,have,`a,,,,,"However , now that I |have| come to realize that I am going to owe the IRS $ 6,000 + despite doing exactly what Rod told me to do , I feel I have to voice my opinion ."
ewtb.r.335490.1:3,have,`a,,,,,Cleanest guesthouse i |have| been to
ewtb.r.341750.5:4,have,`a,,,,,I was hoping to |have| found a regular place to eat .
ewtb.r.346627.2:1,have,`a,,,,,We |have| never had a bad experience buying from Edmark .
ewtb.r.346960.4:1,have,`a,,,,,I |have| n't been able to find a shoe repair place in Seattle since that has been able to do it .
ewtb.r.348247.7:1,have,`a,,,,,"They |have| been my only "" go - to "" resource since we first did business together ."
ewtb.r.349020.5:5,have,`a,,,,,I admit that I should |have| paid attention to this kind of little things while test drive .
ewtb.r.351727.5:1,have,`a,,,,,"I |have| ate here 3 times since they first opened , and the service has been poor each time , the staff always comes across as somewhat rude and slow ."
ewtb.r.351840.1:14,have,`a,,,,,Caldwell insurance has been doing our insurance for a couple years now and they |have| been extremely thorough .
ewtb.r.359433.2:1,have,`a,,,,,We |have| used them for plumbing & A / C and they are affordable and get the work done right .
ewtb.r.360698.1:8,have,`a,,,,,It s been a few years since I |have| been to Ipanema .
ewtb.r.361348.2:10,have,`a,,,,,This has to be some of the worst pizza I |have| ever had the misfortune of ordering .
ewtb.r.363633.2:5,have,`a,,,,,Best yellow curry that I |have| ever tasted .
ewtb.r.365154.6:1,have,`a,,,,,You |have| just lost mine .
ewtb.r.366586.1:2,have,`a,,,,,They must |have| read these reviews and improved !
ewtb.r.369087.2:1,have,`a,,,,,I |have| never had better service .
ewtb.r.371300.4:6,have,`a,,,,,This is the only place I |have| ever eaten and been told to leave because other people were waiting .
ewtb.r.374604.3:14,have,`a,,,,,Nobody should be spoken to like that regardless of how bad their day may |have| been or what may be going on in their private lives !
ewtb.r.377347.3:2,have,`a,,,,,I could |have| stayed all day and not seen all the things .
ewtb.r.382257.5:1,have,`a,,,,,"I |have| since purchased two cars from this dealership , The first one was from Phillip and the second was from Richard ."
ewtb.r.394662.2:1,have,`a,,,,,I |have| been here before and the service was absoulutely great .
ewtb.r.395149.2:1,have,`a,,,,,I |have| used them once and will use them in the future .
ewtb.r.396046.1:16,have,`a,,,,,Worst experience ever like a sardine can and the bartender downstairs is the rudest person I |have| ever met .
ewtb.r.396874.7:1,have,`a,,,,,They |have| restored my faith in Mechanics .
ewtb.r.397066.2:1,have,`a,,,,,I |have| used Just Like Family several times now and they have provided great care for my two dogs .
ewtb.r.397066.2:11,have,`a,,,,,I have used Just Like Family several times now and they |have| provided great care for my two dogs .
ewtb.r.398243.6:7,have,`a,,,,,He checked out what I needed to |have| done told me what needed be fixed before he did any work and did great repair work .
ewtb.r.010820.11:1,have to,`a,,,,,You |have| |to| pay CASH ONLY before they start unloading track on your destination .
ewtb.r.010820.2:15,have to,`a,,,,,When the guys arrived ( 2 hours later than agreed ) they told that you |have| |to| pay all the tolls they payed coming from Brooklyn and extra $ 100 for them to drive back from your destination .
ewtb.r.036133.20:36,have to,`a,,,,,"Point is : You might be able to get a good deal on some nice furniture -- which I did -- but they 're not very communicative and god forbid something goes wrong , you 'll |have| |to| fight to get it resolved ."
ewtb.r.048363.12:16,have to,`a,,,,,I trust you and believe that you 'll be able to handle this and all you |have| |to| do is to reciprocate !
ewtb.r.079007.9:6,have to,`a,,,,,To make a order you may |have| |to| go to back of line .
ewtb.r.079375.4:1,have to,`a,,,,,We |have| |to| leave him at the vet for 3 days and I was told to call for check ups as often as I wished that no matter how many times I called I would not annoy them .
ewtb.r.080178.6:8,have to,`a,,,,,They know their job and you do not |have| |to| watch them to be sure everything is done right .
ewtb.r.097548.1:7,have to,`a,,,,,"The company gets busy but you never |have| |to| wait long because they ARE orginizied , so you are in , out , and paid well for your scrap"
ewtb.r.110908.2:8,have to,`a,,,,,Had a meal in this pub and i |have| |to| say it was excellant .
ewtb.r.116821.4:18,have to,`a,,,,,"I thought to get a decent pizza the only way was at a fancy restaurant , and I |have| |to| get a whole pie ."
ewtb.r.116821.5:4,have to,`a,,,,,I thought I would |have| |to| wait until I went home to NYC .
ewtb.r.142081.5:14,have to,`a,,,,,What made it perfect was that they offered transportation so that I would not |have| |to| wait there or take time off of work to go back and forth or try to find a ride .
ewtb.r.156953.8:8,have to,`a,,,,,Usually they blow dry it out and i |have| |to| wait until i wash it to see what it will look like in its natural state .
ewtb.r.160073.15:3,have to,`a,,,,,You do n't |have| |to| sit and wait around forever like most places !!
ewtb.r.160442.2:10,have to,`a,,,,,"Do not go to this salon , especially if you |have| |to| get your hair straightened ."
ewtb.r.164580.6:2,have to,`a,,,,,Now I |have| |to| be in the area to get some lovin' : sad face :
ewtb.r.164805.10:19,have to,`a,,,,,"I have purchased over 15 vehicles ( cars , rvs , and boats ) in my lifetime and I |have| |to| say the experience with Michael and Barrett Motor Cars of San Antonio was one of the best ."
ewtb.r.220214.10:6,have to,`a,,,,,If you want miracles you 'll |have| |to| go to 21st St .
ewtb.r.231203.9:2,have to,`a,,,,,You just |have| |to| know what you 're getting into when you go .
ewtb.r.247226.4:1,have to,`a,,,,,You |have| |to| bring in your own models and they have to pay for you to use them if you do nt then you can graduate !
ewtb.r.247226.4:10,have to,`a,,,,,You have to bring in your own models and they |have| |to| pay for you to use them if you do nt then you can graduate !
ewtb.r.251774.3:1,have to,`a,,,,,I |have| |to| tell you that I have n't had one and do n't want one .
ewtb.r.283041.4:3,have to,`a,,,,,"Although I 'll |have| |to| drive a little out of my way to go there , I 'll gladly do it knowing that since she 's been astounding to me once before that she 'll always be that way !"
ewtb.r.290238.4:2,have to,`a,,,,,You 'll |have| |to| drive 10 miles down 75 to Allen .
ewtb.r.292841.2:14,have to,`a,,,,,"I 've stayed at this fabulous little motel two years running , and I |have| |to| say it 's one of the best lodging experiences I 've ever had on the coast ... and I 'm even comparing it to the big resorts I 've stayed at !"
ewtb.r.317846.5:13,have to,`a,,,,,"For the quality , the prices ( $ 4 - $ 6 ) |have| |to| be the best in town ."
ewtb.r.319816.22:14,have to,`a,,,,,"Of course , they would be closing in 5 minutes , so I would |have| |to| hurry up or get it the next day ."
ewtb.r.319816.25:31,have to,`a,,,,,"Of course , they could n't call him either to ask about it because apparently they do n't keep their employees ' phone numbers ( riiight ) , so I would |have| |to| return on Monday ( driving for 3 days now with no wheel lock should I get a flat ) ."
ewtb.r.325741.2:20,have to,`a,,,,,It was late in the day and I was worried I would get charged an arm and a leg and |have| |to| wait forever .
ewtb.r.326649.10:7,have to,`a,,,,,When having your car worked on you |have| |to| trust the mechanic & this Midas is truly someone you can trust !
ewtb.r.333243.9:33,have to,`a,,,,,"However , now that I have come to realize that I am going to owe the IRS $ 6,000 + despite doing exactly what Rod told me to do , I feel I |have| |to| voice my opinion ."
ewtb.r.342807.5:2,have to,`a,,,,,"All you |have| |to| do to make it authentic Jamaican food , is add a whole lot of pepper ."
ewtb.r.345182.17:10,have to,`a,,,,,There are to many people that need our business to |have| |to| put up with this unfair treatment !!!!!
ewtb.r.351561.12:4,have to,`a,,,,,"He says , I |have| |to| have an exact ADDRESS ."
ewtb.r.351561.15:12,have to,`a,,,,,"He gives the phone to a girl , she says , I |have| |to| have your address , I say , do you deliver to 17th and locust , she says , your exact address , I say 1 - 7 - 0 - 1 Locust , ARe you sure ? she asks ?"
ewtb.r.360937.6:6,have to,`a,,,,,If you are in Philly you |have| |to| come check this place out !
ewtb.r.389498.2:3,have to,`a,,,,,"I also never |have| |to| wait long for a yearly inspection sticker ... and never get the usual excuses other shops always gave me ... "" the inspection guy is n't here today "" .... for example ."
ewtb.r.335815.2:22,have yet to,`a,,,,,"There are a couple decent people working there , but the rest are VERY dishonest , as well as rude , I |have| |yet| |to| hear the truth come out of their mouths ."
ewtb.r.010433.2:16,having to,`a,,,,,"No silverware , asked for a spoon for my son s mac and cheese ended up |having| |to| use my tea spoon ."
ewtb.r.086839.11:16,having to,`a,,,,,"It was the fault of the parts supplier , and can we imagine how he felt |having| |to| put another 2 hours of work in the car ."
ewtb.r.348369.5:4,having to,`a,,,,,they save me from |having| |to| deal with Tmobile ...
ewtb.r.371492.3:2,having to,`a,,,,,No more |having| |to| drive to San Francisco for a great mani pedi .
ewtb.r.003418.9:22,is,`a,,,,,"I eventually decided to just pay the balance even though the doctor has already been paid , but now the collection agency |is| trying to say another reversal of $ 160.00 has come through ."
ewtb.r.010820.1:3,is,`a,,,,,"The moving company |is| actualy based in Brooklyn , but advertised all over NY / NJ , including Fort Lee ."
ewtb.r.011806.2:10,is,`a,,,,,Sheer contrast to getting it done at karol bagh which |is| done under the wooden plank
ewtb.r.030430.2:11,is,`a,,,,,I think the women at this salon know that their business |is| based primarily from referrals . :)
ewtb.r.034501.3:18,is,`a,,,,,It is right on the hustle and bustle of Wisconsin Ave but some might miss it as it |is| nestled in between Subway Sandwiches and Modell 's .
ewtb.r.043020.4:17,is,`a,,,,,"Our fence was installed quickly in August and they had their money and left saying "" Workmanship |is| guaranteed for a year ! "" ."
