ewtb.r.008585.3,1429918371,1429918398,@mgreen,,"{""initval"": ""It was 4:50 when a friend told me to call Bud , he would take_care_of me ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""ngordi"",""twater""], ""times"": [1428446198,1428551999]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task00"",   ""sgroups"": [[14,15,16]],   ""wgroups"": [],   ""chklbls"": {""1"":""was|stative"",""5"":""friend|PERSON"",""6"":""told|communication"",""8"":""to|`i"",""9"":""call|communication"",""10"":""Bud|PERSON"",""14"":""take|social""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task00&inst=1b&u=mgreen&psst=&from=68&initialStage=1&reconcile%5B0%5D=ngordi&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}","It was 4:50 when a friend told me to call Bud , he would take_care_of me .",,,"It was 4:50 when a friend told me to call Bud , he would take care of me ."
ewtb.r.008585.5,1440887818,1440887887,@nschneid,,"{""initval"": ""They tracked_down the only tire that fit my BMW_330i in Murfreesboro within minutes and secured it , then they came_out , took off my tire ( it was a runflat - but runflats do n\'t do you any good if they blow_out ) , and brought it to their shop to change the tire ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen""], ""times"": [1429918430]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task00"",   ""sgroups"": [[1,2],[9,10],[21,22],[44,45]],   ""wgroups"": [],   ""chklbls"": {""1"":""tracked|cognition"",""5"":""tire|ARTIFACT"",""7"":""fit|stative"",""9"":""BMW|ARTIFACT"",""11"":""in|Location"",""12"":""Murfreesboro|LOCATION"",""13"":""within|DeicticTime"",""14"":""minutes|TIME"",""16"":""secured|stative"",""19"":""then|`r"",""21"":""came|motion"",""24"":""took|motion"",""25"":""off|Direction"",""27"":""tire|ARTIFACT"",""30"":""was|stative"",""32"":""runflat|ARTIFACT"",""35"":""runflats|ARTIFACT"",""36"":""do|`a"",""38"":""do|stative"",""44"":""blow|change"",""49"":""brought|motion"",""51"":""to|Destination"",""53"":""shop|GROUP"",""54"":""to|Purpose"",""55"":""change|change"",""57"":""tire|ARTIFACT""},   ""url"": ""demo.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task00&inst=1b&u=nschneid&psst=&from=69&initialStage=1&reconcile[0]=^&new=^&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","They tracked_down the only tire that fit my BMW_330i in Murfreesboro within minutes and secured it , then they came_out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow_out ) , and brought it to their shop to change the tire .",,,"They tracked down the only tire that fit my BMW 330i in Murfreesboro within minutes and secured it , then they came out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow out ) , and brought it to their shop to change the tire ."
ewtb.r.008585.6,1440887887,1440887925,@nschneid,,"{""initval"": ""They were back quickly considering how far outside_of Murfreesboro we were and had us on our way by 6:30 that evening ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen""], ""times"": [1429918482]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task00"",   ""sgroups"": [[7,8]],   ""wgroups"": [],   ""chklbls"": {""1"":""were|stative"",""2"":""back|Location"",""4"":""considering|cognition"",""7"":""outside|Location"",""9"":""Murfreesboro|LOCATION"",""11"":""were|stative"",""13"":""had|stative"",""15"":""on|State"",""17"":""way|COGNITION"",""18"":""by|RelativeTime"",""21"":""evening|TIME""},   ""url"": ""demo.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task00&inst=1b&u=nschneid&psst=&from=70&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",They were back quickly considering how far outside_of Murfreesboro we were and had us on our way by 6:30 that evening .,,,They were back quickly considering how far outside of Murfreesboro we were and had us on our way by 6:30 that evening .
ewtb.r.008585.7,1436215033,1436215074,@nschneid,,"{""initval"": ""Thanks Bud for all of your help and taking_time_away from your family that evening ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen""], ""times"": [1429918522]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""latestPartitive"",   ""sgroups"": [[8,9,10]],   ""wgroups"": [],   ""chklbls"": {""0"":""Thanks|`"",""1"":""Bud|PERSON"",""2"":""for|Reciprocation"",""4"":""of|Quantity"",""6"":""help|COGNITION"",""8"":""taking|change"",""11"":""from|Donor/Speaker"",""13"":""family|GROUP"",""15"":""evening|TIME""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=latestPartitive&inst=1b&u=nschneid&psst=&from=2&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Thanks Bud for all of your help and taking_time_away from your family that evening .,,,Thanks Bud for all of your help and taking time away from your family that evening .
ewtb.r.008585.8,1429918523,1429918555,@mgreen,,"{""initval"": ""It \'s without~ a ~doubt , the best service experience I \'ve ever had and just to_be_clear , the price he charged me was the same as my tire guy in Nashville \'s price for putting on the other rear tire ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""ngordi"",""twater""], ""times"": [1428447464,1428552537]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-task00"",   ""sgroups"": [[16,17,18]],   ""wgroups"": [[2,4]],   ""chklbls"": {""1"":""'s|stative"",""2"":""without|State"",""4"":""doubt|COGNITION"",""8"":""service|ACT"",""9"":""experience|EVENT"",""11"":""'ve|`a"",""13"":""had|stative"",""16"":""to|`d"",""21"":""price|POSSESSION"",""23"":""charged|possession"",""25"":""was|stative"",""28"":""as|`"",""30"":""tire|ARTIFACT"",""31"":""guy|`"",""32"":""in|Location"",""33"":""Nashville|LOCATION"",""35"":""price|POSSESSION"",""36"":""for|Theme"",""37"":""putting|contact"",""38"":""on|Location"",""42"":""tire|ARTIFACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task00&inst=1b&u=mgreen&psst=&from=72&initialStage=1&reconcile%5B0%5D=ngordi&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}","It 's without~ a ~doubt , the best service experience I 've ever had and just to_be_clear , the price he charged me was the same as my tire guy in Nashville 's price for putting on the other rear tire .",,,"It 's without a doubt , the best service experience I 've ever had and just to be clear , the price he charged me was the same as my tire guy in Nashville 's price for putting on the other rear tire ."
ewtb.r.008585.9,1429918556,1429918579,@mgreen,,"{""initval"": ""I hope I can return_ the _favor in the future !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""ngordi"",""twater""], ""times"": [1428447520,1428552546]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task00"",   ""sgroups"": [[4,6]],   ""wgroups"": [],   ""chklbls"": {""1"":""hope|emotion"",""4"":""return|social"",""7"":""in|DeicticTime"",""9"":""future|TIME""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task00&inst=1b&u=mgreen&psst=&from=73&initialStage=1&reconcile%5B0%5D=ngordi&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",I hope I can return_ the _favor in the future !,,,I hope I can return the favor in the future !
ewtb.r.008585.10,1429918580,1429918595,@mgreen,,"{""initval"": ""Alan_Grissom"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""ngordi"",""twater""], ""times"": [1428447526,1428552548]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task00"",   ""sgroups"": [[0,1]],   ""wgroups"": [],   ""chklbls"": {""0"":""Alan|PERSON""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task00&inst=1b&u=mgreen&psst=&from=74&initialStage=1&reconcile%5B0%5D=ngordi&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",Alan_Grissom,,,Alan Grissom
ewtb.r.009389.1,1429918649,1429918672,@mgreen,,"{""initval"": ""gone"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""ngordi"",""twater""], ""times"": [1428447574,1428552585]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task00"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task00&inst=1b&u=mgreen&psst=&from=78&initialStage=1&reconcile%5B0%5D=ngordi&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",gone,,,gone
ewtb.r.009389.2,1429918673,1429918675,@mgreen,,"{""initval"": ""library is closed ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""ngordi"",""twater""], ""times"": [1428447575,1428552587]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task00"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""0"":""library|GROUP"",""1"":""is|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task00&inst=1b&u=mgreen&psst=&from=79&initialStage=1&reconcile%5B0%5D=ngordi&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",library is closed .,,,library is closed .
ewtb.r.009389.3,1429918676,1429918680,@mgreen,,"{""initval"": ""it is now bislas ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""ngordi"",""twater""], ""times"": [1428447576,1428552588]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task00"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""is|stative"",""3"":""bislas|GROUP""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task00&inst=1b&u=mgreen&psst=&from=80&initialStage=1&reconcile%5B0%5D=ngordi&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",it is now bislas .,,,it is now bislas .
ewtb.r.014483.1,1429927487,1429927496,@mgreen,,"{""initval"": ""Poor Service"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428533619,1428533763]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task01"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""Service|ACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task01&inst=1b&u=mgreen&psst=&from=48&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",Poor Service,,,Poor Service
ewtb.r.014483.2,1440323606,1440323616,@nschneid,,"{""initval"": ""After firing this company my next pool_service found the filters had not been cleaned as they should have been ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen""], ""times"": [1429927512]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""missingAux"",   ""sgroups"": [[6,7]],   ""wgroups"": [],   ""chklbls"": {""0"":""After|RelativeTime"",""1"":""firing|social"",""3"":""company|GROUP"",""6"":""pool|ACT"",""8"":""found|cognition"",""10"":""filters|ARTIFACT"",""11"":""had|`a"",""13"":""been|`a"",""14"":""cleaned|change"",""15"":""as|Attribute"",""18"":""have|`a"",""19"":""been|`a""},   ""url"": ""demo.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=missingAux&inst=1b&u=nschneid&vsst=&from=6&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",After firing this company my next pool_service found the filters had not been cleaned as they should have been .,,,After firing this company my next pool service found the filters had not been cleaned as they should have been .
ewtb.r.014483.3,1429927514,1429927538,@mgreen,,"{""initval"": ""I would recommend not using this company ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428533706,1428533819]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task01"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""2"":""recommend|communication"",""4"":""using|social"",""6"":""company|GROUP""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task01&inst=1b&u=mgreen&psst=&from=50&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",I would recommend not using this company .,,,I would recommend not using this company .
ewtb.r.015687.1,1429928532,1429928535,@mgreen,,"{""initval"": ""marisol"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428533791,1428534016]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task01"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""0"":""marisol|PERSON""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task01&inst=1b&u=mgreen&psst=&from=64&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",marisol,,,marisol
ewtb.r.015687.2,1429928535,1429928597,@mgreen,,"{""initval"": ""this place is awesome twelve did an amazing job place is clean and staff is friendly"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428533802,1428534023]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task01"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""place|GROUP"",""2"":""is|stative"",""4"":""twelve|GROUP"",""5"":""did|stative"",""8"":""job|ACT"",""9"":""place|GROUP"",""10"":""is|stative"",""13"":""staff|GROUP"",""14"":""is|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task01&inst=1b&u=mgreen&psst=&from=65&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",this place is awesome twelve did an amazing job place is clean and staff is friendly,,,this place is awesome twelve did an amazing job place is clean and staff is friendly
ewtb.r.024385.1,1429952741,1429952747,@mgreen,,"{""initval"": ""Another great business bites_the_dust !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428529091,1428538230]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task02"",   ""sgroups"": [[3,4,5]],   ""wgroups"": [],   ""chklbls"": {""2"":""business|GROUP"",""3"":""bites|change""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task02&inst=1b&u=mgreen&psst=&from=58&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",Another great business bites_the_dust !,,,Another great business bites the dust !
ewtb.r.024385.2,1429952749,1429952756,@mgreen,,"{""initval"": ""The best cakes EVER !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428529096,1428538232]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task02"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""2"":""cakes|FOOD""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task02&inst=1b&u=mgreen&psst=&from=59&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",The best cakes EVER !,,,The best cakes EVER !
ewtb.r.024385.3,1440323684,1440323697,@nschneid,,"{""initval"": ""A_bit pricey , so I did n\'t go very often , but it was always a_treat when I did ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen""], ""times"": [1429952761]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""missingAux"",   ""sgroups"": [[0,1],[16,17]],   ""wgroups"": [],   ""chklbls"": {""0"":""A|`"",""6"":""did|`a"",""8"":""go|motion"",""14"":""was|stative"",""16"":""a|COGNITION"",""20"":""did|`a""},   ""url"": ""demo.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=missingAux&inst=1b&u=nschneid&vsst=&from=10&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","A_bit pricey , so I did n't go very often , but it was always a_treat when I did .",,,"A bit pricey , so I did n't go very often , but it was always a treat when I did ."
ewtb.r.024385.4,1429952762,1429952766,@mgreen,,"{""initval"": ""The prices were worth what I got ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428529119,1428538246]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task02"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""prices|POSSESSION"",""2"":""were|stative"",""6"":""got|possession""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task02&inst=1b&u=mgreen&psst=&from=61&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",The prices were worth what I got .,,,The prices were worth what I got .
ewtb.r.024385.5,1428650791,1428650846,@mgreen,,"{""initval"": ""I \'m assuming they are completely out_of_business since I ca n\'t find any contact_information ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428529144,1428538268]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task02"",   ""sgroups"": [[6,7,8],[15,16]],   ""wgroups"": [],   ""chklbls"": {""1"":""'m|`a"",""2"":""assuming|cognition"",""4"":""are|stative"",""6"":""out|`j"",""9"":""since|Explanation"",""13"":""find|cognition"",""15"":""contact|COMMUNICATION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task02&inst=1b&u=mgreen&psst=&from=62&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",I 'm assuming they are completely out_of_business since I ca n't find any contact_information .,,,I 'm assuming they are completely out of business since I ca n't find any contact information .
ewtb.r.024385.6,1428650846,1428699193,@mgreen,,"{""initval"": ""I \'m hoping the bakers continue to do their baking out_of another place , because it would be a_shame not to have these cakes any_longer ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428529209,1428538501]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task02"",   ""sgroups"": [[10,11],[19,20],[26,27]],   ""wgroups"": [],   ""chklbls"": {""1"":""'m|`a"",""2"":""hoping|emotion"",""4"":""bakers|PERSON"",""5"":""continue|stative"",""6"":""to|`i"",""7"":""do|stative"",""9"":""baking|ACT"",""10"":""out|Location"",""13"":""place|GROUP"",""18"":""be|stative"",""19"":""a|COGNITION"",""22"":""to|`i"",""23"":""have|stative"",""25"":""cakes|FOOD""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task02&inst=1b&u=mgreen&psst=&from=63&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}","I 'm hoping the bakers continue to do their baking out_of another place , because it would be a_shame not to have these cakes any_longer .",,,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a shame not to have these cakes any longer ."
ewtb.r.026883.1,1429953002,1429953010,@mgreen,,"{""initval"": ""Poor Service"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428529778,1428539440]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task02"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""Service|ACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task02&inst=1b&u=mgreen&psst=&from=75&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",Poor Service,,,Poor Service
ewtb.r.026883.2,1429953012,1429953017,@mgreen,,"{""initval"": ""Run do n\'t walk ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428529783,1428539441]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task02"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""0"":""Run|motion"",""1"":""do|`a"",""3"":""walk|motion""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task02&inst=1b&u=mgreen&psst=&from=76&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",Run do n't walk .,,,Run do n't walk .
ewtb.r.026883.3,1436215874,1436215891,@nschneid,,"{""initval"": ""My experience with Home_Delivery_Service has been one of disappointment and anger ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen""], ""times"": [1429740591]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task02"",   ""sgroups"": [[3,4,5]],   ""wgroups"": [],   ""chklbls"": {""1"":""experience|EVENT"",""2"":""with|Stimulus"",""3"":""Home|GROUP"",""6"":""has|`a"",""7"":""been|stative"",""9"":""of|Attribute"",""10"":""disappointment|FEELING"",""12"":""anger|FEELING""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task02&inst=1b&u=nschneid&psst=&from=77&initialStage=1&reconcile[0]=mgreen&new=^&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",My experience with Home_Delivery_Service has been one of disappointment and anger .,,,My experience with Home Delivery Service has been one of disappointment and anger .
ewtb.r.026883.4,1429141182,1429141270,@mgreen,,"{""initval"": ""If I could give them a lower rating than poor I would ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428529923,1428899424]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task02"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""3"":""give|communication"",""7"":""rating|COMMUNICATION"",""8"":""than|Scalar/Rank"",""9"":""poor|COGNITION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task02&inst=1b&u=mgreen&psst=&from=78&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",If I could give them a lower rating than poor I would .,,,If I could give them a lower rating than poor I would .
ewtb.r.026883.5,1429141271,1429141511,@mgreen,,"{""initval"": ""On August 21st , 2009 I ordered furniture from Hickory_Furniture_Mart and contracted for HDS to deliver it ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428530159,1428899532]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task02"",   ""sgroups"": [[9,10,11]],   ""wgroups"": [],   ""chklbls"": {""0"":""On|Time"",""1"":""August|TIME"",""2"":""21st|TIME"",""6"":""ordered|communication"",""7"":""furniture|ARTIFACT"",""8"":""from|InitialLocation"",""9"":""Hickory|GROUP"",""13"":""contracted|social"",""14"":""for|ProfessionalAspect"",""15"":""HDS|GROUP"",""16"":""to|Purpose"",""17"":""deliver|motion""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task02&inst=1b&u=mgreen&psst=&from=79&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}","On August 21st , 2009 I ordered furniture from Hickory_Furniture_Mart and contracted for HDS to deliver it .",,,"On August 21st , 2009 I ordered furniture from Hickory Furniture Mart and contracted for HDS to deliver it ."
ewtb.r.026883.8,1429953069,1429953082,@mgreen,,"{""initval"": ""No_one will give me a date ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1428530169,1428899534]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task02"",   ""sgroups"": [[0,1]],   ""wgroups"": [],   ""chklbls"": {""3"":""give|communication"",""6"":""date|TIME""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task02&inst=1b&u=mgreen&psst=&from=80&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",No_one will give me a date .,,,No one will give me a date .
ewtb.r.026883.9,1440892457,1440892495,@nschneid,,"{""initval"": ""I spent_ $ 2300 _on the bedroom suite , which was complete and excellent condition on the showroom_floor ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""ecoles""], ""times"": [1429298603]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""onTheme"",   ""sgroups"": [[17,18]],   ""wgroups"": [],   ""chklbls"": {""1"":""spent|possession"",""4"":""on|Theme"",""6"":""bedroom|LOCATION"",""7"":""suite|ARTIFACT"",""10"":""was|stative"",""14"":""condition|STATE"",""15"":""on|Location"",""17"":""showroom|LOCATION""},   ""url"": ""demo.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=onTheme&inst=1b&u=nschneid&psst=&from=3&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","I spent $ 2300 on the bedroom suite , which was complete and excellent condition on the showroom_floor .",,,"I spent $ 2300 on the bedroom suite , which was complete and excellent condition on the showroom floor ."
ewtb.r.026883.11,1440323728,1440323733,@nschneid,,"{""initval"": ""How do you lose a drawer ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen""], ""times"": [1429953134]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""missingAux"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""do|`a"",""3"":""lose|cognition"",""5"":""drawer|ARTIFACT""},   ""url"": ""demo.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=missingAux&inst=1b&u=nschneid&vsst=&from=13&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",How do you lose a drawer .,,,How do you lose a drawer .
